lon,lat
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.499975,51.888465
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.508651,51.902421
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.510672,51.885559
-8.504391,51.891686
-8.504391,51.891686
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.508026,51.885559
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.342694,51.870042
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.381898,51.903991
-8.516217,51.897574
-8.516217,51.897574
-8.516217,51.897574
-8.516217,51.897574
-8.516217,51.897574
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.519837,51.896727
-8.516217,51.897574
-8.516217,51.897574
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.519076,51.89156
-8.530683,51.885186
-8.530683,51.885186
-8.530683,51.885186
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.530344,51.891714
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.435135,51.846654
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.604034,51.889656
-8.604034,51.889656
-8.604034,51.889656
-8.604034,51.889656
-8.604034,51.889656
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.543334,51.889987
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.54086,51.883276
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.535593,51.880268
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.484763,51.89778
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.489533,51.895123
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.491719,51.893905
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.476424,51.90291
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.479778,51.901887
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
-8.478049,51.89685
